,,,"Rumours, politics and corruption most likely topics to be censored on Chinese messaging app WeChat",Alibaba digital entertainment head detained in Tencent graft investigation,Former Tencent staff held over China corruption inquiry,Chinese censors summon Weibo and Tencent bosses over Uniqlo clothes store sex tape ,China’s ZTE jumping into US$ billion ‘smart city’ business after signing up  local governments,"Chinese tech firms don;t copy Western innovations, they learn from them, says venture capitalist",China;s privately owned banks: boom or bunk?,iQiyi TV: Chinese video streaming site expands into selfproduced content ,China;s richest man;s largerthanDisney tourism dream may involve new airline,China;s private sector joins the nation;s battle against corruption,
,,,WeChat eyes lead role in ;internet of things; as Tencent;s mobile messaging tool lures developers to its open hardware platform,China;s Tencent invests US$ million to build Canadian startup;s Kik Messenger into ;WeChat of the West;,Tencent to invest more in boosting onlinetooffline partnerships,Chinese internet giant Tencent readies online stock trading platform after market crash as rival Alibaba makes similar move,China;s Tencent bids to buy up travel site eLong as mobile bookings boom,"How Baidu, Tencent and Alibaba are leading the way in China;s big data revolution",Canada;s Kik messaging app raises US$ million from China;s Tencent,Internet giant Tencent leads US$m funding round in healthcare app Practo as Chinese firms target India ,"Chinese internet giants like Alibaba, Tencent may devour domestic movie industry as ecosystem shifts, pundits predict",Tencent fuels US$ million funding round in Renrenche as usedcar market speeds up,
,,,"Tencent shares see slight recovery after day slide in wake of cofounder Pony Ma selling off HK$. billion of stocks, WeChat flaw",Armies of Dragons on WeChat? China;s Tencent teams up with Hong Kongbased Animoca to tap Asia;s  millionplus gamers,"End of the road for journalists? Tencent;s Robot reporter ;Dreamwriter; churns out perfect ,word news story in  seconds",Tencent chairman;s HK$b share sale pushes disposals on Hong Kong exchange,"Tencent bringing Star Wars to China as Youku, Alibaba target US film and TV franchises for booming home streaming market","Watch out, Tesla: China;s NextEV plots even faster ;electric supercar; amid backing from Tencent, JD.com, Hillhouse Capital",Even grandma is ditching hongbao for WeChat;s digital red envelopes as China goes into mobile giftgiving frenzy over MidAutumn Festival,Baidu controls pc of mobile search market in China as smaller firms struggle to compete with nation;s top  internet giants: Barclays,Cracks in the wall: China;s ;Great Firewall; may share some blame for breach at Apple;s App Store ,China;s booming ecommerce market faces challenges as regulators seek to restrict online payments,
,,,"China;s Tencent, eBay join messaging app Kakao;s bid for new South Korean internet bank",Tieup between Alibaba and Tencent a wakeup call for ‘bricks and mortar’ retailers,What does BAT’s hiring freeze really mean to the entire internet industry?,China developers unearth new gold mine in serving home owners,;China;s Groupon; Meituan and Yelplike Dianping likely to merge to create country’s biggest OO services provider,"China’s widows and orphans of coal: if the gas doesn’t get their men, black lung will",Alibaba;s stock rises after Jack Ma says world is overreacting to China’s economic slowdown,Chinese stocks trade higher in New York,Meituan and Dianping merge to form onlinetooffline giant,‘Baidu nails it again on travel’: Chinese search engine wins from huge share swap between rivals Ctrip and Qunar as industry consolidation continues,
,,,Tencent sees thirdquarter profit rise  per cent to . billion yuan,China’s Tencent partners with Glu Mobile to bring popular WeFire mobile shooter game to international markets,Market Talk: Tencent gets rights for James Bond,Market Talk: Tencent makes some big numbers,"HengTen records HK$m loss, aims to turn a profit next year",Chinese ecommerce firm JD.com sees revenue rise  per cent,From brickandmortar malls to efinance: Can China’s richest man Wang Jianlin find success in new field of online business?,"Hong Kong stocks follow Wall Street higher, while China mired in negative territory","Apple Pay coming to China in time for Spring Festival in February if no more hurdles arise, reports say","Students, drugs and rock and roll: Chinese students held for taking drugs after raid on famed Beijing music school",
,,,"China has tech talent, and race is on to hire it","WeChat trends to expect in : virtual reality, more ads, global expansion of Tencent app’s wallet function","China’s Alibaba, Baidu and Tencent join hands to promote ‘Internet Plus’ strategy","Tencent blocks Uber on WeChat, so what ‘fair play’ can we expect in China?",Tencent chairman sells  million shares for HK$. billion,Tencent’s WeChat mobile messaging tool to roll out overseas payment service as competition in crossborder market heats up,"BaiduTaihe merger takes on Tencent, Alibaba in fight for China’s digital music market",Tencentbacked .com expects revenue to keep rising for Craigslistlike online classifieds business as bid to buy rivals pays off,Alibaba to invest US$. billion in Chinese online food delivery service,Green factory: banyan trees sprout from disused chimney tops in southern China ,
,,,"Tencent’s WeChat Wallet lands in Hong Kong, beating Apple Pay as public migrates to mobile payments","Bad taste: LeEco’s Go Princess Go, other streaming hits by China’s Tencent, iQiyi shut down for vulgarity, violence and ‘superstitious’ content",Get lucky this Spring Festival: WeChat adds sexy twist to redenvelope giving via mobile ahead of Chinese New Year,Huge pod of dolphins spotted at reserve in South China Sea for first time in five years,Didi Kuaidi joins China Merchants Bank to provide car financing for drivers,Fears grow over Chinese economy as new jobs dry up in tech sector,Worth US$ billion combined: meet Hong Kong and China’s richest billionaires although charity seems to lag,China’s Alibaba Pictures removes senior board director ensnared in graft investigation as large deals loom,When the chips are down: US semiconductor maker Qualcomm aims to dominate consumer drone market as revenue plummets ,"China’s Weibo follows Twitter in controversial move to ditch character limit, says users can soon waffle on for up to , ",
,,,Tencent to charge users in China for transferring money from WeChat Wallet to bank accounts,"Reddest red envelope: Chinese Communist Party teams up with Alibaba, Tencent to hand out  cash",Tencent’s WeChat now allowing  red envelopes to be sent digitally in Hong Kong for Chinese New Year,‘Beijing slaps ban on Hong Kong and Taiwan film awards’ amid rising political tensions,Mainland China’s top five banks waive charges for money transfers as competition from internet finance companies heats up,Police in western China pull over fake squad car cruising the streets,Caught between an iPhone and Alipay: Will Apple’s gamble on China pay off as Apple Pay reaches mainland tomorrow?,Media gold rush: China’s top businesses target acquisitions in burgeoning media industry to raise their profiles ,"Internet users raise stink over openair Chinese toilets without roof or walls, built beside children’s playground",Japan stock market rout shows no letup by close as Singapore equities slide; Hong Kong poised to trade lower Thursday,
,,,"Sharing economy a growth driver but restrictions need to be addressed, says Tencent chief","If you use Tencent’s QQ web browser your personal data is at risk, experts warn","Chinese firms; brand value rise despite growth woes at home, with Tencent, China Mobile leading the pack","Tencent profit surges  per cent for  thanks to growth in online games, advertising revenue",Era of esports: China’s Douyu TV hits valuation of US$ million as backer Tencent gambles on live streaming service,China’s internet giants throw weight behind sharing economy after endorsement by Beijing,China’s tech firms jumped on sports bandwagon – but can they figure out how to get fans to pay up?,Samsung Pay hits China five weeks after Apple launches mobile wallet app on mainland,Pop go the stars: Simon Fuller teams up with mainland Chinese firms to create digital pop stars ,Sleep monitor with adjustable pillow could prevent dangerous sleep apnea and excessive snoring,
,,,"Tencent executive earned more than HK$ million in annual salary, filings reveal – leaving even Canning Fok in the shade","Hong Kong, Shanghai notch gains in cautious trade; Tencent rises, Li Kashing companies ease back on Husky investment ",Tencent CEO Pony Ma pledges US$.b in shares to new charity fund,"BAT – Baidu, Alibaba and Tencent – lead charge in China mergers and show no sign of slowing down","China’s social networks set for boom, as advertising spending forecast to jump  per cent to US$.b this year","Buying by directors plunges, reversing the buying trend of previous three weeks ",Xiaomi partners with UnionPay in online payments service targeting China,"Scammers masquerading online as pretty young girls trick over  people out of , yuan",Rise of China’s internet and service sectors offers hope for new graduate jobseekers,Baidu reports  per cent increase in firstquarter revenue to . billion yuan,
,,,Grandmother’s life lessons inspire Tencent cofounder to launch education prize,Tencent profit rises  per cent but China’s slow economy clouds advertising outlook,"Tencent to Baidu, Chinese internet giants big on Big Data",Why boring old companies are sometimes the best innovators ,Medical services app Ping An Good Doctor raises US$m,Hong Kong stocks edge up while mainland China shares end flat amid low turnover,Chinese tycoons’ and Communist Party officials’ personal data leaked on Twitter,"Housing crisis in China’s ‘Silicon Valley’: Huawei, other hitech giants head for cheaper cities as rising costs deter talent",Cradle of IT firms and listings,"Inventive email scam rises in Asia, says EY",
,,,Supercell takeover propels Tencent into entertainment super league,Tencent eyes mobile gaming growth in acquisition of Finnish developer Supercell for US$. billion,Tencent said to be weighing stake purchase in ‘Clash of Clans’ maker Supercell,"Baidu, Alibaba and Tencent set to reap returns from stakes in OO platforms, analysts say",Video games: the sport of tomorrow’s champions,Internet mogul Pony Ma named most generous Chinese philanthropist,China’s tech giants face mixed fortunes amid Brexit fallout,Didi Chuxing completes US$. billion fundraising,In the top league: What’s behind the rush of Chinese firms into the global sports business?,Shock horror! Young online stars risk life and limb – sometimes literally– to lure fans and advertisers,
,,,"Tencent awards HK$.bn worth of shares to , employees",Chinese internet giant Tencent disciplined over ‘furious’ Xi headline error,Tencent to merge QQ Music service with China Music Corp to create streaming giant,"Mobile game market to triple in size to b yuan by , with Tencent out in front",Beijing cyberspace watchdog ‘orders news arms of major portals to close’,Crackdown by authorities as China’s soccer boom sparks online gambling craze,"Global TMT transactions fall pc in first half, bereft of ‘megadeals’","Pokémon GO Launches, Productivity and Nintendo Shares Plummet","Chinese copycat apps riding the wave of Pokemon fever, for now",pc of Hongkongers have WeChat account,
,,,China’s Tencent reports higher than expected second quarter profit on smartphone games revenue,"Baidu of China sues rivals Tencent, Sohu over articles on food delivery service",China’s Tencent invests in India’s WhatsApp rival Hike,"Tencent, PCCW invest in Hollywood studio to bolster film archive",Busy day for Hong Kong earnings reports: these stocks could see big moves,China’s Bitauto unit receives US$ million in funding from internet giants,Kingdee plots cloudbased future after delivering .pc profit rise,"Beijing clamps down on news portals, ordering round the clock monitoring",Pokemon Go excites China investors eyeing new virtualreality apps,Three new insurers join increasingly crowded sector,
,,,Tencent cracks whip on WeChat users inflating readership numbers,China’s Tencent may double its charity contribution to pc of annual profit,China’s Tencent Pictures teams up with Turner AsiaPacific to develop Tuzki animated movie,Tech firms and banks top list of Asia’s  largest companies,Tencent tests new WeChat feature allowing inapp access to mobile services,Alibaba tops Tencent as Asia’s biggest company by market value,Tencent edges out China Mobile to become Asia’s most valuable company,Hong Kong stocks halt day bull run as Tencent falls back from record highs,Hong Kong directors’ trades take spotlight in week of heavy insider activity,Alibaba to overtake Baidu to lead China’s digital advertising market,
,,,Record  billionaires from mainland China in Forbes rich list,China’s TMT deals top US$bn for second straight year,These are the  wealthiest tech billionaires in the world,Jetpack backer KuangChi launches US$ million global fund for innovative firms,"Eleven, McDonald’s, Circle K... Google launches Android Pay at , Hong Kong locations",AT&amp;T bid for Time Warner is no sure deal,Close ally of Xi Jinping tipped to be new mayor of Beijing,"Jack Ma, Steven Spielberg forge pact on film production, distribution, opening path for Hollywood in China",Baidu launches  billion yuan investment fund for startups,Operator of Alipay switches CEO ahead of listing,
,,,Tencent’s Joox music streaming service proves a hit across Asia,China’s Tencent to ramp up cloud and payments businesses after reporting pc profit growth,Online games kingpin Tencent tipped for strong third quarter,China’s Tencent celebrates anniversary with HK$.bn gift to employees,Tencentbacked Hollywood studio STX Entertainment eyes Hong Kong IPO,"Baidu, Alibaba and Tencent to expand their revenue from paid digital content and targeted ad campaigns",Tencent’s electric car unit to partner in .bn yuan venture to build green vehicles in Jiangxi province,WeChat chief raises alarm over fake news in wake of Trump win,"Chinese hackers win US$, for cracking Google Nexus, iPhones at global competition",Mobike offers Chinese commuters a way to beat the traffic – ride sharing on a bicycle,
,,,Tencent hunts for Hollywood deals to feed China’s film boom,"Tencent, partners invest in HERE’s digital maps to get a leg up on selfdriving cars","Mainland Chinese vote Tencent, Alibaba as best tech employers",Tencent and Starbucks in partnership for social gifting feature on WeChat,Index heavyweights push Hong Kong stocks slightly higher,How to avoid getting your WeChat messages censored both in and outside China,Golden Trump rooster statues become icons around China,Youku ready to add viewers’ data to help Alibaba refine online shopping customers’ profile,"Hong Kong smartphone users’ information at risk with major payment apps, agency claims","Baidu spends m yuan on fledgling marketing firm, created by yearold whiz kid in ",
,,,"Tencent, China Rapid Finance team up on new online consumer investment products",Tencent teams with Thai startup Ookbee to launch content platform,"Tencent begins inapp feature for  million users, extending WeChat;s usefulness","Tencent, NetEase eye global breakthroughs in mobile gaming",Mobike gets US$ million in series D funding,Taking electronic  to the next level,Mainland mobile social media networks at the forefront of the ‘allinone’ app revolution,Lunar New Year  tradition goes digital in a big way,Hong Kong’s main stock index closes Year of the Monkey up pc,Popularity of digital  surges in time for Lunar New Year,
,,,Tencent to trial paid subscription content in effort to monetise WeChat accounts,Tencentbacked China Reading plans IPO of up to US$ million in Hong Kong,Tencent launches WeChat goldgifting feature for Valentine’s Day,Tencent partners with Starbucks to launch WeChat ‘social gifting’ feature,SF Express boss Wang Wei’s net worth jumps US$.b in one day as shares continue to soar,Video streaming giant iQiyi raises US$.b in convertible notes issue,Baidu says ‘revenue impact’ from  medical advertising scandal is ‘largely behind’ it,Baidu’s Q sales dips as search engine struggles to regain traction,"Alibaba, Huawei join Google, Apple and Facebook among world’s most valuable technology brands","Experts call for better fintech regulation in China, Hong Kong",
,,,Chinese internet giant Tencent buys pc stake in Tesla for US$.b,Tencent leads US$m investment in China video streaming startup Kuaishou,Tencent seeking to boost WeChat Wallet use in Hong Kong,"Pony Ma: Creating a ‘Bay Area’ for tech firms in Guangdong, Hong Kong and Macau needs Beijing’s support","Tencent’s Tesla stake could help the US carmaker expand in China, analysts say","TCL’s new internet TV to leverage online video arms of Tencent, Alibaba",Tencent names Zhang Tong head of its artificial intelligence lab,Tencent’s . yuan bid for Xiamen cloud contract raises ire,"Internet giant Tencent to sharpen focus on advertising, new tech investments after record year",Tencent founder Pony Ma’s Shek O property quadruples in value,
,,,"Tencent’s  tech executive pay surpasses Apple, IBM","How China’s first lady, Tencent and Alibaba empower a home grown luxury fashion industry",Rarely seen share buying activity points to ‘undervaluation’ in these five companies,Tencent disables tipping function in iPhone version of WeChat,Tencent cofounder takes lead in HK$m Chinasoft fundraising,"Tencent, eBay and Microsoft invest US$. billion in India’s Flipkart","Wanda to tap into online gaming market, going head to head with Tencent and NetEase","Baidu, Alibaba, Tencent advance China’s AI development goals, says Microsoft research head",China’s bikesharing battle ratchets up a notch as Didi Chuxing enters the fray,WeChat is top workplace communications app for  per cent of Chinese professionals,
,,,Tencent expands music streaming business with Universal Music Group pact,Tencent shares could reach new high on upbeat firstquarter earnings,Tencent appoints global AI expert to head new Seattle lab,Tencent looks to crossborder payments expansion after leading US$m funding in Airwallex,Oracle set to expand cloud reach with Tencent alliance,Tencent invests further in Chinese online tutor Yuanfudao,"WeChat allows content sharing with banned Facebook, Twitter",Tencent’s China Reading takes first foray overseas with multilanguage website,Hong Kong benchmark index hits month high as Tencent retreats on technical correction,"WeChat boom pushes Tencent shares to record high, boosting Hang Seng index",
,,,Hong Kong stocks drop most in two weeks to trim monthly gain as Tencent declines,"Tencent’s WeChat drives China’s late adopters to social media, join  million total active users this year","Incentives needed to drive Greater Bay Area plan, Tencent chairman tells Hong Kong seminar",Creator of Tencent’s blockbuster game ‘Honor of Kings’ splashes out US$.m on Kowloon penthouse,"Four mainland Chinese firms join elite list of topperforming, rapidly growing large companies","Tencent outspent Baidu, Alibaba in tech mergers and acquisitions","Tech firms, backed by industry giants, line up for IPO frenzy over next  months",Online insurer Zhong An applies for US$.bn Hong Kong IPO,"The world spends US$ billion on video games, and the Chinese are the biggest players","Online insurer Zhong An could list in Hong Kong as early as July, reports say",
,,,Tencent banks on original music to become China’s Spotify,Tencent’s WeChat Pay targets Chinese outbound travellers to boost its overseas market,"Alibaba, Tencent included in Fortune Global  list for the first time",Second richest man in China is now Tencent’s Pony Ma Huateng – who beat Wanda Group’s Wang Jianlin,Hang Seng Index hits twoyear high as Geely Auto jumps on Volvo venture and Tencent climbs to record,Tencent cofounder brands LeEco a ‘Ponzi scheme’,Insider buying by directors eases to HK$ million for the week,"Hong Kong stocks up for th straight month, longest stretch of gains in a decade","Alibaba, Tencent see AI as solution to China’s acute shortage of doctors","How Tencent blurred the lines of gaming, social networking in Honour of Kings",
,,,Tencent shares reach alltime high on strong secondquarter outlook,"Tencent’s hit video game Honour of Kings spurs black market for virtual mercenaries, ghost players",HuayiTencent entertainment venture posts wider interim loss,Tencent joins the fray with Baidu in providing artificial intelligence applications for selfdriving cars,Chinese developers pile in for the Next Big Thing in tech: voiceactivated smart speakers,Hong Kong stocks edge lower despite Tencent postearnings rally,Tencent’s Q profit jumps  per cent as more gamers play on smartphones than computers,Hong Kong stocks close up Wednesday led by Tencent and Chinese banks,Foursquare pioneered the trend of ‘checkingin’ to a place — now it sells your data to companies,"China’s new cybersecurity law lacks detail, says Tencent VP",
,,,"How the NBA became China’s most popular sports league, with a boost from tech giants such as Weibo and Tencent",Tencent in deal to bring Chinese online comics to North American readers,"China fines Tencent, Baidu and Weibo over banned contents in ongoing crackdown","Maker of graphics cards to supply Alibaba, Baidu, Tencent with chips that run AI five times faster",CICC shares soar pc as Tencent spends US$m for a pc stake in the bank,Your money’s not wanted HERE: Chineseled bid for stake in highres map maker rejected by US,"What’s drawing Chinese internet giants to Indian, Southeast Asian tech scenes?",Buses and subways to become new battlefield for mobile payments,"Hang Seng blasts above ,, powered by gains in property stocks, Tencent","Alibaba, Tencent collaborate on music streaming, with potential to remake industry",
